Age,Race,Sex,Education,Weight
30 to 34 years,Asian,Female,"Some college, no degree",58
30 to 34 years,Asian,Female,"Associate's degree, occupational",23
30 to 34 years,Asian,Female,"Associate's degree, academic",53
30 to 34 years,Asian,Female,Bachelor's degree,349
30 to 34 years,Asian,Female,Master's degree,192
30 to 34 years,Asian,Female,Professional degree,26
30 to 34 years,Asian,Female,Doctoral degree,49
35 to 39 years,Asian,Female,None,2
35 to 39 years,Asian,Female,1st - 4th grade,4
35 to 39 years,Asian,Female,5th - 6th grade,3
35 to 39 years,Asian,Female,7th - 8th grade,0
35 to 39 years,Asian,Female,9th grade,9
35 to 39 years,Asian,Female,10th grade,4
35 to 39 years,Asian,Female,11th grade2,14
35 to 39 years,Asian,Female,High school graduate,122
35 to 39 years,Asian,Female,"Some college, no degree",94
35 to 39 years,Asian,Female,"Associate's degree, occupational",30
35 to 39 years,Asian,Female,"Associate's degree, academic",29
35 to 39 years,Asian,Female,Bachelor's degree,287
35 to 39 years,Asian,Female,Master's degree,155
35 to 39 years,Asian,Female,Professional degree,23
35 to 39 years,Asian,Female,Doctoral degree,54
40 to 44 years,Asian,Female,None,7
40 to 44 years,Asian,Female,1st - 4th grade,7
40 to 44 years,Asian,Female,5th - 6th grade,6
40 to 44 years,Asian,Female,7th - 8th grade,8
40 to 44 years,Asian,Female,9th grade,5
40 to 44 years,Asian,Female,10th grade,0
40 to 44 years,Asian,Female,11th grade2,5
40 to 44 years,Asian,Female,High school graduate,98
40 to 44 years,Asian,Female,"Some college, no degree",51
40 to 44 years,Asian,Female,"Associate's degree, occupational",15
40 to 44 years,Asian,Female,"Associate's degree, academic",54
40 to 44 years,Asian,Female,Bachelor's degree,289
40 to 44 years,Asian,Female,Master's degree,193
40 to 44 years,Asian,Female,Professional degree,29
40 to 44 years,Asian,Female,Doctoral degree,48
45 to 49 years,Asian,Female,None,9
45 to 49 years,Asian,Female,1st - 4th grade,2
45 to 49 years,Asian,Female,5th - 6th grade,18
45 to 49 years,Asian,Female,7th - 8th grade,2
45 to 49 years,Asian,Female,9th grade,22
45 to 49 years,Asian,Female,10th grade,11
45 to 49 years,Asian,Female,11th grade2,37
45 to 49 years,Asian,Female,High school graduate,148
45 to 49 years,Asian,Female,"Some college, no degree",54
45 to 49 years,Asian,Female,"Associate's degree, occupational",20
45 to 49 years,Asian,Female,"Associate's degree, academic",35
45 to 49 years,Asian,Female,Bachelor's degree,222
45 to 49 years,Asian,Female,Master's degree,112
45 to 49 years,Asian,Female,Professional degree,24
45 to 49 years,Asian,Female,Doctoral degree,30
50 to 54 years,Asian,Female,None,7
50 to 54 years,Asian,Female,1st - 4th grade,7
50 to 54 years,Asian,Female,5th - 6th grade,8
50 to 54 years,Asian,Female,7th - 8th grade,7
50 to 54 years,Asian,Female,9th grade,10
50 to 54 years,Asian,Female,10th grade,11
50 to 54 years,Asian,Female,11th grade2,12
50 to 54 years,Asian,Female,High school graduate,172
50 to 54 years,Asian,Female,"Some college, no degree",39
50 to 54 years,Asian,Female,"Associate's degree, occupational",18
50 to 54 years,Asian,Female,"Associate's degree, academic",38
50 to 54 years,Asian,Female,Bachelor's degree,195
50 to 54 years,Asian,Female,Master's degree,105
50 to 54 years,Asian,Female,Professional degree,19
50 to 54 years,Asian,Female,Doctoral degree,27
55 to 59 years,Asian,Female,None,13
55 to 59 years,Asian,Female,1st - 4th grade,4
55 to 59 years,Asian,Female,5th - 6th grade,17
55 to 59 years,Asian,Female,7th - 8th grade,9
55 to 59 years,Asian,Female,9th grade,22
55 to 59 years,Asian,Female,10th grade,2
55 to 59 years,Asian,Female,11th grade2,15
55 to 59 years,Asian,Female,High school graduate,148
55 to 59 years,Asian,Female,"Some college, no degree",46
55 to 59 years,Asian,Female,"Associate's degree, occupational",21
55 to 59 years,Asian,Female,"Associate's degree, academic",29
55 to 59 years,Asian,Female,Bachelor's degree,172
55 to 59 years,Asian,Female,Master's degree,59
55 to 59 years,Asian,Female,Professional degree,5
55 to 59 years,Asian,Female,Doctoral degree,7
60 to 64 years,Asian,Female,None,16
60 to 64 years,Asian,Female,1st - 4th grade,3
60 to 64 years,Asian,Female,5th - 6th grade,27
60 to 64 years,Asian,Female,7th - 8th grade,21
60 to 64 years,Asian,Female,9th grade,6
60 to 64 years,Asian,Female,10th grade,13
60 to 64 years,Asian,Female,11th grade2,12
60 to 64 years,Asian,Female,High school graduate,142
60 to 64 years,Asian,Female,"Some college, no degree",60
60 to 64 years,Asian,Female,"Associate's degree, occupational",18
60 to 64 years,Asian,Female,"Associate's degree, academic",34
60 to 64 years,Asian,Female,Bachelor's degree,160
60 to 64 years,Asian,Female,Master's degree,64
60 to 64 years,Asian,Female,Professional degree,2
60 to 64 years,Asian,Female,Doctoral degree,21
65 to 69 years,Asian,Female,None,5
65 to 69 years,Asian,Female,1st - 4th grade,16
65 to 69 years,Asian,Female,5th - 6th grade,33
65 to 69 years,Asian,Female,7th - 8th grade,7
65 to 69 years,Asian,Female,9th grade,12
65 to 69 years,Asian,Female,10th grade,9
65 to 69 years,Asian,Female,11th grade2,13
65 to 69 years,Asian,Female,High school graduate,130
65 to 69 years,Asian,Female,"Some college, no degree",29
65 to 69 years,Asian,Female,"Associate's degree, occupational",6
65 to 69 years,Asian,Female,"Associate's degree, academic",15
65 to 69 years,Asian,Female,Bachelor's degree,133
65 to 69 years,Asian,Female,Master's degree,36
65 to 69 years,Asian,Female,Professional degree,6
65 to 69 years,Asian,Female,Doctoral degree,3
70 to 74 years,Asian,Female,None,17
70 to 74 years,Asian,Female,1st - 4th grade,12
70 to 74 years,Asian,Female,5th - 6th grade,29
70 to 74 years,Asian,Female,7th - 8th grade,6
70 to 74 years,Asian,Female,9th grade,2
70 to 74 years,Asian,Female,10th grade,9
70 to 74 years,Asian,Female,11th grade2,11
70 to 74 years,Asian,Female,High school graduate,92
70 to 74 years,Asian,Female,"Some college, no degree",19
70 to 74 years,Asian,Female,"Associate's degree, occupational",11
70 to 74 years,Asian,Female,"Associate's degree, academic",10
70 to 74 years,Asian,Female,Bachelor's degree,84
70 to 74 years,Asian,Female,Master's degree,18
70 to 74 years,Asian,Female,Professional degree,10
70 to 74 years,Asian,Female,Doctoral degree,7
75 years and over,Asian,Female,None,29
75 years and over,Asian,Female,1st - 4th grade,27
75 years and over,Asian,Female,5th - 6th grade,51
75 years and over,Asian,Female,7th - 8th grade,29
75 years and over,Asian,Female,9th grade,22
75 years and over,Asian,Female,10th grade,2
75 years and over,Asian,Female,11th grade2,17
75 years and over,Asian,Female,High school graduate,166
75 years and over,Asian,Female,"Some college, no degree",48
75 years and over,Asian,Female,"Associate's degree, occupational",14
75 years and over,Asian,Female,"Associate's degree, academic",9
75 years and over,Asian,Female,Bachelor's degree,74
75 years and over,Asian,Female,Master's degree,45
75 years and over,Asian,Female,Professional degree,8
75 years and over,Asian,Female,Doctoral degree,10
18 to 24 years,White,Male,None,20
18 to 24 years,White,Male,1st - 4th grade,25
18 to 24 years,White,Male,5th - 6th grade,26
18 to 24 years,White,Male,7th - 8th grade,41
18 to 24 years,White,Male,9th grade,121
18 to 24 years,White,Male,10th grade,213
18 to 24 years,White,Male,11th grade2,1416
18 to 24 years,White,Male,High school graduate,3532
18 to 24 years,White,Male,"Some college, no degree",3642
18 to 24 years,White,Male,"Associate's degree, occupational",266
18 to 24 years,White,Male,"Associate's degree, academic",399
18 to 24 years,White,Male,Bachelor's degree,1057
18 to 24 years,White,Male,Master's degree,44
18 to 24 years,White,Male,Professional degree,3
18 to 24 years,White,Male,Doctoral degree,16
25 to 29 years,White,Male,None,26
25 to 29 years,White,Male,1st - 4th grade,26
25 to 29 years,White,Male,5th - 6th grade,51
25 to 29 years,White,Male,7th - 8th grade,73
25 to 29 years,White,Male,9th grade,84
25 to 29 years,White,Male,10th grade,102
25 to 29 years,White,Male,11th grade2,221
25 to 29 years,White,Male,High school graduate,2618
25 to 29 years,White,Male,"Some college, no degree",1638
25 to 29 years,White,Male,"Associate's degree, occupational",338
25 to 29 years,White,Male,"Associate's degree, academic",468
25 to 29 years,White,Male,Bachelor's degree,2444
25 to 29 years,White,Male,Master's degree,435
25 to 29 years,White,Male,Professional degree,50
25 to 29 years,White,Male,Doctoral degree,73
30 to 34 years,White,Male,None,26
30 to 34 years,White,Male,1st - 4th grade,39
30 to 34 years,White,Male,5th - 6th grade,100
30 to 34 years,White,Male,7th - 8th grade,102
30 to 34 years,White,Male,9th grade,111
30 to 34 years,White,Male,10th grade,127
30 to 34 years,White,Male,11th grade2,274
30 to 34 years,White,Male,High school graduate,2393
30 to 34 years,White,Male,"Some college, no degree",1195
30 to 34 years,White,Male,"Associate's degree, occupational",371
30 to 34 years,White,Male,"Associate's degree, academic",437
30 to 34 years,White,Male,Bachelor's degree,2157
30 to 34 years,White,Male,Master's degree,590
30 to 34 years,White,Male,Professional degree,171
30 to 34 years,White,Male,Doctoral degree,171
35 to 39 years,White,Male,None,23
35 to 39 years,White,Male,1st - 4th grade,63
35 to 39 years,White,Male,5th - 6th grade,137
35 to 39 years,White,Male,7th - 8th grade,103
35 to 39 years,White,Male,9th grade,164
35 to 39 years,White,Male,10th grade,135
35 to 39 years,White,Male,11th grade2,227
35 to 39 years,White,Male,High school graduate,2270
35 to 39 years,White,Male,"Some college, no degree",1135
35 to 39 years,White,Male,"Associate's degree, occupational",400
35 to 39 years,White,Male,"Associate's degree, academic",402
35 to 39 years,White,Male,Bachelor's degree,2014
35 to 39 years,White,Male,Master's degree,804
35 to 39 years,White,Male,Professional degree,119
35 to 39 years,White,Male,Doctoral degree,172
40 to 44 years,White,Male,None,44
40 to 44 years,White,Male,1st - 4th grade,56
40 to 44 years,White,Male,5th - 6th grade,163
40 to 44 years,White,Male,7th - 8th grade,95
40 to 44 years,White,Male,9th grade,145
40 to 44 years,White,Male,10th grade,119
40 to 44 years,White,Male,11th grade2,197
40 to 44 years,White,Male,High school graduate,2148
40 to 44 years,White,Male,"Some college, no degree",1062
40 to 44 years,White,Male,"Associate's degree, occupational",321
40 to 44 years,White,Male,"Associate's degree, academic",449
40 to 44 years,White,Male,Bachelor's degree,1674
40 to 44 years,White,Male,Master's degree,645
40 to 44 years,White,Male,Professional degree,124
40 to 44 years,White,Male,Doctoral degree,154
45 to 49 years,White,Male,None,33
45 to 49 years,White,Male,1st - 4th grade,43
45 to 49 years,White,Male,5th - 6th grade,165
45 to 49 years,White,Male,7th - 8th grade,115
45 to 49 years,White,Male,9th grade,157
45 to 49 years,White,Male,10th grade,102
45 to 49 years,White,Male,11th grade2,268
45 to 49 years,White,Male,High school graduate,2260
45 to 49 years,White,Male,"Some college, no degree",1099
45 to 49 years,White,Male,"Associate's degree, occupational",371
45 to 49 years,White,Male,"Associate's degree, academic",473
45 to 49 years,White,Male,Bachelor's degree,1617
45 to 49 years,White,Male,Master's degree,740
45 to 49 years,White,Male,Professional degree,120
45 to 49 years,White,Male,Doctoral degree,195
50 to 54 years,White,Male,None,17
50 to 54 years,White,Male,1st - 4th grade,36
50 to 54 years,White,Male,5th - 6th grade,142
50 to 54 years,White,Male,7th - 8th grade,118
50 to 54 years,White,Male,9th grade,141
50 to 54 years,White,Male,10th grade,105
50 to 54 years,White,Male,11th grade2,265
50 to 54 years,White,Male,High school graduate,2409
50 to 54 years,White,Male,"Some college, no degree",1199
50 to 54 years,White,Male,"Associate's degree, occupational",351
50 to 54 years,White,Male,"Associate's degree, academic",369
50 to 54 years,White,Male,Bachelor's degree,1726
50 to 54 years,White,Male,Master's degree,695
50 to 54 years,White,Male,Professional degree,128
50 to 54 years,White,Male,Doctoral degree,175
55 to 59 years,White,Male,None,15
55 to 59 years,White,Male,1st - 4th grade,61
55 to 59 years,White,Male,5th - 6th grade,168
55 to 59 years,White,Male,7th - 8th grade,114
55 to 59 years,White,Male,9th grade,120
55 to 59 years,White,Male,10th grade,140
55 to 59 years,White,Male,11th grade2,288
55 to 59 years,White,Male,High school graduate,2450
55 to 59 years,White,Male,"Some college, no degree",1216
55 to 59 years,White,Male,"Associate's degree, occupational",408
55 to 59 years,White,Male,"Associate's degree, academic",390
55 to 59 years,White,Male,Bachelor's degree,1704
55 to 59 years,White,Male,Master's degree,686
55 to 59 years,White,Male,Professional degree,151
55 to 59 years,White,Male,Doctoral degree,152
60 to 64 years,White,Male,None,13
60 to 64 years,White,Male,1st - 4th grade,56
60 to 64 years,White,Male,5th - 6th grade,150
60 to 64 years,White,Male,7th - 8th grade,116
60 to 64 years,White,Male,9th grade,90
60 to 64 years,White,Male,10th grade,113
60 to 64 years,White,Male,11th grade2,233
60 to 64 years,White,Male,High school graduate,2587
60 to 64 years,White,Male,"Some college, no degree",1250
60 to 64 years,White,Male,"Associate's degree, occupational",369
60 to 64 years,White,Male,"Associate's degree, academic",454
60 to 64 years,White,Male,Bachelor's degree,1640
60 to 64 years,White,Male,Master's degree,676
60 to 64 years,White,Male,Professional degree,220
60 to 64 years,White,Male,Doctoral degree,184
65 to 69 years,White,Male,None,22
65 to 69 years,White,Male,1st - 4th grade,36
65 to 69 years,White,Male,5th - 6th grade,85
65 to 69 years,White,Male,7th - 8th grade,85
65 to 69 years,White,Male,9th grade,108
65 to 69 years,White,Male,10th grade,69
65 to 69 years,White,Male,11th grade2,143
65 to 69 years,White,Male,High school graduate,1789
65 to 69 years,White,Male,"Some college, no degree",1259
65 to 69 years,White,Male,"Associate's degree, occupational",290
65 to 69 years,White,Male,"Associate's degree, academic",327
65 to 69 years,White,Male,Bachelor's degree,1567
65 to 69 years,White,Male,Master's degree,701
65 to 69 years,White,Male,Professional degree,163
65 to 69 years,White,Male,Doctoral degree,211
70 to 74 years,White,Male,None,10
70 to 74 years,White,Male,1st - 4th grade,47
70 to 74 years,White,Male,5th - 6th grade,60
70 to 74 years,White,Male,7th - 8th grade,94
70 to 74 years,White,Male,9th grade,62
70 to 74 years,White,Male,10th grade,91
70 to 74 years,White,Male,11th grade2,101
70 to 74 years,White,Male,High school graduate,1448
70 to 74 years,White,Male,"Some college, no degree",940
70 to 74 years,White,Male,"Associate's degree, occupational",220
70 to 74 years,White,Male,"Associate's degree, academic",278
70 to 74 years,White,Male,Bachelor's degree,1245
70 to 74 years,White,Male,Master's degree,695
70 to 74 years,White,Male,Professional degree,140
70 to 74 years,White,Male,Doctoral degree,225
75 years and over,White,Male,None,43
75 years and over,White,Male,1st - 4th grade,114
75 years and over,White,Male,5th - 6th grade,145
75 years and over,White,Male,7th - 8th grade,262
75 years and over,White,Male,9th grade,117
75 years and over,White,Male,10th grade,173
75 years and over,White,Male,11th grade2,238
75 years and over,White,Male,High school graduate,2359
75 years and over,White,Male,"Some college, no degree",1206
75 years and over,White,Male,"Associate's degree, occupational",249
75 years and over,White,Male,"Associate's degree, academic",265
75 years and over,White,Male,Bachelor's degree,1359
75 years and over,White,Male,Master's degree,802
75 years and over,White,Male,Professional degree,190
75 years and over,White,Male,Doctoral degree,292
18 to 24 years,White,Female,None,20
18 to 24 years,White,Female,1st - 4th grade,7
18 to 24 years,White,Female,5th - 6th grade,18
18 to 24 years,White,Female,7th - 8th grade,48
18 to 24 years,White,Female,9th grade,60
18 to 24 years,White,Female,10th grade,208
18 to 24 years,White,Female,11th grade2,1170
18 to 24 years,White,Female,High school graduate,2738
18 to 24 years,White,Female,"Some college, no degree",4050
18 to 24 years,White,Female,"Associate's degree, occupational",242
18 to 24 years,White,Female,"Associate's degree, academic",524
18 to 24 years,White,Female,Bachelor's degree,1418
18 to 24 years,White,Female,Master's degree,80
18 to 24 years,White,Female,Professional degree,2
18 to 24 years,White,Female,Doctoral degree,12
25 to 29 years,White,Female,None,12
25 to 29 years,White,Female,1st - 4th grade,5
25 to 29 years,White,Female,5th - 6th grade,50
25 to 29 years,White,Female,7th - 8th grade,41
25 to 29 years,White,Female,9th grade,89
25 to 29 years,White,Female,10th grade,78
25 to 29 years,White,Female,11th grade2,199
25 to 29 years,White,Female,High school graduate,1887
